Date,Open,High,Low,Close,Adj Close,Volume
2022-04-23,0.066723,0.069036,0.066718,0.067667,0.067667,2040271
2022-04-24,0.067666,0.067715,0.064886,0.065851,0.065851,1730090
2022-04-25,0.065851,0.065852,0.061985,0.065272,0.065272,2325550
2022-04-26,0.065271,0.065425,0.061848,0.061853,0.061853,1787105
2022-04-27,0.061852,0.063507,0.061852,0.063065,0.063065,1673226
2022-04-28,0.063065,0.063903,0.062700,0.063557,0.063557,1244586
2022-04-29,0.063557,0.069633,0.062971,0.063580,0.063580,6315737
2022-04-30,0.063579,0.065017,0.062106,0.062860,0.062860,3598792
2022-05-01,0.062859,0.071445,0.061896,0.070880,0.070880,7758364
2022-05-02,0.070879,0.073243,0.064846,0.068612,0.068612,9712656
2022-05-03,0.068611,0.074741,0.068508,0.072035,0.072035,9262826
2022-05-04,0.072033,0.085893,0.070279,0.085893,0.085893,14887879
2022-05-05,0.085893,0.089218,0.071917,0.074606,0.074606,18615097
2022-05-06,0.074606,0.087751,0.072974,0.086346,0.086346,17992802
2022-05-07,0.086345,0.088021,0.080314,0.083249,0.083249,17542317
2022-05-08,0.083249,0.090452,0.080637,0.087228,0.087228,19029840
2022-05-09,0.087230,0.087780,0.072321,0.073483,0.073483,22784132
2022-05-10,0.073486,0.081992,0.071743,0.076770,0.076770,19799674
2022-05-11,0.076770,0.079854,0.063987,0.074358,0.074358,33452784
2022-05-12,0.074359,0.078652,0.065840,0.067249,0.067249,20248651
2022-05-13,0.067243,0.076139,0.066646,0.073960,0.073960,11402518
2022-05-14,0.073960,0.075715,0.070855,0.072263,0.072263,6825562
2022-05-15,0.072263,0.072305,0.067941,0.072175,0.072175,7219577
2022-05-16,0.072176,0.072176,0.067366,0.069125,0.069125,3731586
2022-05-17,0.069124,0.073476,0.069091,0.072424,0.072424,3216454
2022-05-18,0.072424,0.072544,0.069600,0.071003,0.071003,2378698
2022-05-19,0.071003,0.074425,0.070278,0.073783,0.073783,7374501
2022-05-20,0.073783,0.074712,0.070192,0.071315,0.071315,3788775
2022-05-21,0.071320,0.075443,0.070636,0.074102,0.074102,2546481
2022-05-22,0.074101,0.078179,0.073802,0.078042,0.078042,1834184
2022-05-23,0.078042,0.082074,0.075657,0.076238,0.076238,5774588
2022-05-24,0.076238,0.082544,0.076170,0.080548,0.080548,7427751
2022-05-25,0.080547,0.085461,0.080240,0.084617,0.084617,5007282
2022-05-26,0.084616,0.086055,0.079530,0.082353,0.082353,8471648
2022-05-27,0.082353,0.083258,0.078553,0.080406,0.080406,6164630
2022-05-28,0.079999,0.082233,0.079178,0.081320,0.081320,2682421
2022-05-29,0.081321,0.081940,0.078557,0.080284,0.080284,2304642
2022-05-30,0.080285,0.084049,0.080268,0.083331,0.083331,2760721
2022-05-31,0.083331,0.083824,0.079620,0.083823,0.083823,2904488
2022-06-01,0.083823,0.090793,0.082344,0.083554,0.083554,8420786
2022-06-02,0.083552,0.085279,0.081329,0.084262,0.084262,4205277
2022-06-03,0.084263,0.085816,0.080684,0.080981,0.080981,2582838
2022-06-04,0.080981,0.081014,0.076913,0.080290,0.080290,3280408
2022-06-05,0.080290,0.082228,0.079426,0.081541,0.081541,1361386
2022-06-06,0.081540,0.084565,0.081315,0.081840,0.081840,1872809
2022-06-07,0.081838,0.082707,0.079118,0.082242,0.082242,2895268
2022-06-08,0.082241,0.082340,0.079835,0.080660,0.080660,2114881
2022-06-09,0.080662,0.081981,0.080260,0.080964,0.080964,2785364
2022-06-10,0.080967,0.081284,0.079031,0.079046,0.079046,1300179
2022-06-11,0.079044,0.080025,0.075081,0.075945,0.075945,2583299
2022-06-12,0.075947,0.078227,0.074212,0.076481,0.076481,4885208
2022-06-13,0.076477,0.076477,0.061149,0.063443,0.063443,22181040
2022-06-14,0.063445,0.064437,0.052445,0.055917,0.055917,16087164
2022-06-15,0.055915,0.063556,0.047332,0.062795,0.062795,25010391
2022-06-16,0.062793,0.065210,0.058500,0.058953,0.058953,9223444
2022-06-17,0.058956,0.062634,0.058844,0.059910,0.059910,5012370
2022-06-18,0.059908,0.061862,0.057228,0.060887,0.060887,7824781
2022-06-19,0.060887,0.062621,0.058661,0.061377,0.061377,5069523
2022-06-20,0.061375,0.061782,0.059612,0.061138,0.061138,6545151
2022-06-21,0.061138,0.066431,0.061099,0.064777,0.064777,7363810
2022-06-22,0.064779,0.065562,0.063167,0.063243,0.063243,5245622
2022-06-23,0.063244,0.064157,0.063148,0.064080,0.064080,0
2022-06-24,0.064080,0.064080,0.064080,0.064080,0.064080,0
2022-06-25,0.064080,0.064080,0.064080,0.064080,0.064080,0
2022-06-26,0.064080,0.064080,0.064080,0.064080,0.064080,0
2022-06-27,0.064080,0.069942,0.064080,0.067039,0.067039,3047188
2022-06-28,0.067039,0.067971,0.065401,0.067800,0.067800,0
2022-06-29,0.067800,0.067800,0.064218,0.064653,0.064653,2006450
2022-06-30,0.064653,0.065675,0.062401,0.064684,0.064684,3120719
2022-07-01,0.064689,0.066002,0.064341,0.065062,0.065062,2356257
2022-07-02,0.065063,0.065186,0.064507,0.064871,0.064871,835498
2022-07-03,0.064871,0.066125,0.062674,0.066124,0.066124,1876505
2022-07-04,0.066123,0.067309,0.065650,0.067032,0.067032,1589566
2022-07-05,0.067033,0.068663,0.066729,0.068314,0.068314,1752361
2022-07-06,0.068315,0.068318,0.066967,0.067644,0.067644,1112274
2022-07-07,0.067643,0.068577,0.066386,0.068524,0.068524,859919
2022-07-08,0.068522,0.069503,0.067827,0.069251,0.069251,1360238
2022-07-09,0.069258,0.071014,0.069062,0.069949,0.069949,1011182
2022-07-10,0.069949,0.069950,0.067410,0.067461,0.067461,795157
2022-07-11,0.067460,0.067495,0.064711,0.064712,0.064712,979971
2022-07-12,0.064711,0.065488,0.064603,0.064737,0.064737,1049731
2022-07-13,0.064737,0.066055,0.063890,0.066055,0.066055,1695469
2022-07-14,0.066057,0.067241,0.065184,0.066875,0.066875,1379579
2022-07-15,0.066873,0.067667,0.066694,0.067236,0.067236,664657
2022-07-16,0.067236,0.069083,0.066324,0.068908,0.068908,1409681
2022-07-17,0.068909,0.069085,0.067562,0.067576,0.067576,853390
2022-07-18,0.067576,0.070517,0.067485,0.068794,0.068794,1901764
2022-07-19,0.068793,0.069605,0.067882,0.069210,0.069210,1933332
2022-07-20,0.069210,0.070195,0.067544,0.067765,0.067765,1994585
2022-07-21,0.067764,0.068034,0.066643,0.067969,0.067969,1379068
2022-07-22,0.067970,0.068897,0.066850,0.067035,0.067035,809076
2022-07-23,0.067034,0.067653,0.066250,0.066882,0.066882,675130
2022-07-24,0.066885,0.067591,0.066885,0.067029,0.067029,668070
2022-07-25,0.067030,0.067032,0.063928,0.063929,0.063929,1246610
2022-07-26,0.063930,0.065130,0.063238,0.065129,0.065129,979624
2022-07-27,0.065130,0.068517,0.065130,0.068517,0.068517,1671327
2022-07-28,0.068518,0.070217,0.067756,0.069794,0.069794,2293131
2022-07-29,0.069794,0.071566,0.068578,0.069392,0.069392,2718996
2022-07-30,0.069392,0.071092,0.069226,0.069271,0.069271,1642279
2022-07-31,0.069271,0.070572,0.068914,0.068922,0.068922,1159054
2022-08-01,0.068922,0.071205,0.068564,0.070026,0.070026,2885272
2022-08-02,0.070025,0.070240,0.067978,0.068538,0.068538,1723462
2022-08-03,0.068537,0.068983,0.067529,0.067900,0.067900,1032338
2022-08-04,0.067901,0.069342,0.067833,0.068968,0.068968,1105049
2022-08-05,0.068967,0.069890,0.068420,0.069620,0.069620,925520
2022-08-06,0.069623,0.070349,0.069529,0.069530,0.069530,497933
2022-08-07,0.069530,0.070088,0.069372,0.069797,0.069797,381260
2022-08-08,0.069797,0.070833,0.069785,0.070133,0.070133,555340
2022-08-09,0.070132,0.070755,0.068503,0.068595,0.068595,1125162
2022-08-10,0.068595,0.070197,0.068203,0.070111,0.070111,782408
2022-08-11,0.070113,0.070961,0.070113,0.070219,0.070219,755633
2022-08-12,0.070218,0.070559,0.069581,0.070256,0.070256,713371
2022-08-13,0.070259,0.071000,0.069905,0.070012,0.070012,604578
2022-08-14,0.070011,0.072114,0.069803,0.070410,0.070410,1371931
2022-08-15,0.070409,0.070937,0.068512,0.068790,0.068790,1311770
2022-08-16,0.068789,0.070358,0.068591,0.069550,0.069550,1193602
2022-08-17,0.069551,0.070703,0.068222,0.068227,0.068227,1157350
2022-08-18,0.068228,0.068426,0.067590,0.067592,0.067592,611807
2022-08-19,0.067591,0.067593,0.064170,0.064173,0.064173,1543760
2022-08-20,0.064171,0.065613,0.064168,0.065607,0.065607,738789
2022-08-21,0.065606,0.066145,0.064806,0.066028,0.066028,831926
2022-08-22,0.066031,0.066031,0.064419,0.065352,0.065352,1286309
2022-08-23,0.065352,0.066578,0.065091,0.066222,0.066222,1156793
2022-08-24,0.066221,0.066223,0.064958,0.064960,0.064960,612528
2022-08-25,0.064959,0.065554,0.064932,0.065383,0.065383,396782
2022-08-26,0.065383,0.065429,0.061678,0.061678,0.061678,1472829
2022-08-27,0.061678,0.062799,0.061362,0.062799,0.062799,866551
2022-08-28,0.062798,0.062947,0.061654,0.061654,0.061654,389914
2022-08-29,0.061656,0.063233,0.061177,0.063231,0.063231,867881
2022-08-30,0.063231,0.066343,0.063079,0.064798,0.064798,2574695
2022-08-31,0.064799,0.065476,0.063346,0.063505,0.063505,896022
2022-09-01,0.063505,0.063512,0.062315,0.063080,0.063080,784796
2022-09-02,0.063079,0.063405,0.062532,0.062540,0.062540,491997
2022-09-03,0.062540,0.063025,0.062481,0.063023,0.063023,300353
2022-09-04,0.063024,0.063457,0.062707,0.063374,0.063374,402198
2022-09-05,0.063374,0.063438,0.062674,0.062898,0.062898,351392
2022-09-06,0.062898,0.063837,0.060702,0.060809,0.060809,1205070
2022-09-07,0.060806,0.061720,0.060267,0.061720,0.061720,731398
2022-09-08,0.061719,0.061722,0.060271,0.061034,0.061034,997075
2022-09-09,0.061033,0.063477,0.061024,0.063242,0.063242,907963
2022-09-10,0.063242,0.064511,0.063219,0.064506,0.064506,616305
2022-09-11,0.064508,0.064762,0.063719,0.063945,0.063945,539293
2022-09-12,0.063946,0.064552,0.063331,0.063728,0.063728,1031624
2022-09-13,0.063726,0.063782,0.060791,0.060930,0.060930,934682
2022-09-14,0.060888,0.061542,0.060791,0.061475,0.061475,497087
2022-09-15,0.061475,0.061871,0.060789,0.061201,0.061201,1204072
2022-09-16,0.061200,0.061571,0.060777,0.061099,0.061099,629183
2022-09-17,0.061100,0.062185,0.061100,0.062165,0.062165,360818
2022-09-18,0.062164,0.062407,0.060985,0.060990,0.060990,647062
2022-09-19,0.060989,0.061031,0.059504,0.060227,0.060227,818121
2022-09-20,0.060227,0.060460,0.059606,0.059621,0.059621,418592
2022-09-21,0.059622,0.061040,0.058922,0.059046,0.059046,1452126
2022-09-22,0.059044,0.060250,0.058933,0.060230,0.060230,722110
2022-09-23,0.060230,0.060951,0.059404,0.060439,0.060439,887015
2022-09-24,0.060439,0.060743,0.059805,0.059807,0.059807,513083
2022-09-25,0.059807,0.060083,0.059667,0.059760,0.059760,280778
2022-09-26,0.059759,0.059777,0.059191,0.059407,0.059407,1402841
2022-09-27,0.059407,0.060705,0.059218,0.059269,0.059269,760587
2022-09-28,0.059268,0.059699,0.058562,0.059692,0.059692,817437
2022-09-29,0.059694,0.061778,0.059545,0.060963,0.060963,1203896
2022-09-30,0.060963,0.062118,0.060460,0.061052,0.061052,1237032
2022-10-01,0.061053,0.061298,0.060293,0.060356,0.060356,501293
2022-10-02,0.060356,0.062097,0.060355,0.061013,0.061013,1163219
2022-10-03,0.061052,0.061442,0.060763,0.061411,0.061411,368898
2022-10-04,0.061413,0.062253,0.061155,0.062193,0.062193,354253
2022-10-05,0.062194,0.062509,0.062110,0.062360,0.062360,469305
2022-10-06,0.062361,0.063082,0.062090,0.062917,0.062917,673217
2022-10-07,0.062915,0.063071,0.062213,0.062310,0.062310,315824
2022-10-08,0.062309,0.062549,0.061994,0.062034,0.062034,475976
2022-10-09,0.062035,0.062605,0.061984,0.062470,0.062470,335671
2022-10-10,0.062470,0.064876,0.062466,0.062937,0.062937,1656764
2022-10-11,0.062935,0.062935,0.061409,0.061604,0.061604,837651
2022-10-12,0.061605,0.064252,0.061347,0.061866,0.061866,1616794
2022-10-13,0.061865,0.062067,0.059595,0.061054,0.061054,1494345
2022-10-14,0.061054,0.064983,0.060921,0.063726,0.063726,2953521
2022-10-15,0.063724,0.064945,0.061927,0.061934,0.061934,1238783
2022-10-16,0.061933,0.061964,0.061362,0.061680,0.061680,406168
2022-10-17,0.061680,0.062872,0.061671,0.062614,0.062614,1207227
2022-10-18,0.062616,0.062813,0.061897,0.062106,0.062106,613564
2022-10-19,0.062106,0.062959,0.061802,0.061802,0.061802,902926
2022-10-20,0.061804,0.062454,0.061641,0.062305,0.062305,394745
2022-10-21,0.062305,0.062722,0.060937,0.061585,0.061585,772268
2022-10-22,0.061585,0.061783,0.061390,0.061720,0.061720,171729
2022-10-23,0.061718,0.061820,0.061279,0.061807,0.061807,281292
2022-10-24,0.061808,0.061826,0.061188,0.061194,0.061194,336164
2022-10-25,0.061190,0.062648,0.061030,0.062449,0.062449,550402
2022-10-26,0.062452,0.063481,0.062273,0.063384,0.063384,848114
2022-10-27,0.063385,0.063725,0.063064,0.063130,0.063130,719370
2022-10-28,0.063132,0.063332,0.062691,0.063279,0.063279,464857
2022-10-29,0.063277,0.063945,0.063253,0.063779,0.063779,657760
2022-10-30,0.063774,0.064415,0.063073,0.063232,0.063232,785021
2022-10-31,0.063233,0.063317,0.062377,0.063019,0.063019,724135
2022-11-01,0.063012,0.063281,0.062529,0.062832,0.062832,215789
2022-11-02,0.062815,0.062815,0.061747,0.061805,0.061805,2232699
2022-11-03,0.061846,0.062403,0.061794,0.061880,0.061880,506527
2022-11-04,0.061879,0.063480,0.061706,0.063478,0.063478,858098
2022-11-05,0.063478,0.064636,0.063476,0.063591,0.063591,869246
2022-11-06,0.063603,0.065189,0.062973,0.063002,0.063002,1325015
2022-11-07,0.063003,0.063042,0.061966,0.062207,0.062207,849162
2022-11-08,0.062205,0.062802,0.057552,0.058722,0.058722,5547314
2022-11-09,0.058730,0.063689,0.053220,0.053574,0.053574,16203943
2022-11-10,0.053579,0.059910,0.052969,0.057786,0.057786,17707661
2022-11-11,0.057783,0.057894,0.054467,0.055679,0.055679,4490904
2022-11-12,0.055686,0.055745,0.053217,0.054888,0.054888,2386099
2022-11-13,0.054887,0.055836,0.050710,0.050855,0.050855,4666568
2022-11-14,0.050860,0.052173,0.045793,0.049922,0.049922,13808130
2022-11-15,0.049925,0.051388,0.049466,0.050556,0.050556,8376748
2022-11-16,0.050561,0.051179,0.049596,0.050072,0.050072,2133352
2022-11-17,0.050073,0.050282,0.049091,0.049884,0.049884,1273336
2022-11-18,0.049882,0.050955,0.049882,0.050449,0.050449,825296
2022-11-19,0.050453,0.052339,0.050399,0.051992,0.051992,1262597
2022-11-20,0.051989,0.052107,0.049900,0.049940,0.049940,799061
2022-11-21,0.049931,0.051302,0.049416,0.051215,0.051215,2961861
2022-11-22,0.051212,0.052263,0.049327,0.050492,0.050492,3678296
2022-11-23,0.050495,0.051549,0.050310,0.051396,0.051396,2655194
2022-11-24,0.051397,0.053195,0.051293,0.052825,0.052825,1695943
2022-11-25,0.052829,0.053044,0.052108,0.052891,0.052891,1016463
2022-11-26,null,null,null,null,null,null
2022-11-27,0.052678,0.053700,0.052678,0.053700,0.053700,532553
